breed,breed_size,sex,age,weight_lbs,spay_neuter_status,daily_activity_level,diet,food_brand,daily_walk_distance_miles,other_pets_in_household,medications,seizures,hours_of_sleep,play_time_hrs,owner_activity_level,annual_vet_visits,average_temperature_f,healthy
Poodle,Small,Male,13,52,None,Moderate,Wet food,Royal Canin,3,Yes,No,No,14,1,Moderate,1,82,No
Golden Retriever,Large,Female,6,51,Neutered,Active,Home cooked,Special,1,Yes,Yes,No,10,2,Moderate,3,84,Yes
Siberian Husky,Medium,Male,8,40,Spayed,Active,Special diet,Nutro,4,Yes,Yes,No,11,1,Very Active,1,60,Yes
Siberian Husky,Medium,Male,11,66,None,None,Special diet,Blue Buffalo,3,Yes,Yes,No,11,2,Moderate,1,76,No
Australian Shepherd,Medium,Female,4,10,Neutered,Very Active,Special diet,Pedigree,5,No,Yes,No,11,2,Low,2,60.8,Yes
Yorkshire Terrier,Small,Male,7,44,Spayed,Very Active,Wet food,Pedigree,3,No,No,No,14,2,Active,0,55,Yes
Labrador Retriever,Large,Male,11,42,None,Very Active,Wet food,Pedigree,0,No,Yes,No,13,1,Low,1,56,No
Boxer,Medium,Male,3,54,None,None,Hard food,Nutro,2,Yes,Yes,Yes,11,3,Active,4,47,No
Labrador Retriever,Large,Female,4,42,Spayed,Low,Hard food,Iams,2,Yes,Yes,No,10,2,Active,2,73,Yes
Chihuahua,Small,Male,10,53,None,Moderate,Hard food,Wellness,4,No,Yes,No,11,1,Moderate,0,65,No
German Shepherd,Large,Male,3,77,Spayed,Very Active,Hard food,Pedigree,1,Yes,Yes,No,10,1,Very Active,2,73,Yes
Bulldog,Medium,Male,9,59,Spayed,None,Home cooked,Special,1,No,Yes,No,12,1,None,1,68,Yes
Bulldog,Medium,Male,5,27,None,Low,Home cooked,Special,3,Yes,No,No,14,4,Very Active,0,53,Yes
Australian Shepherd,Medium,Female,6,31,Neutered,Moderate,Home cooked,Special,2,Yes,No,No,9,0,Active,2,61,Yes
Rottweiler,Large,Female,8,39,None,Very Active,Wet food,Royal Canin,0,No,No,No,11,1,Low,1,52,Yes
Great Dane,Large,Female,13,58,Neutered,Active,Wet food,Pedigree,3,No,Yes,No,10,3,Active,3,70,Yes
Doberman,Large,Male,12,41,Spayed,Active,Wet food,Hill's Science,0,No,Yes,No,10,1,Very Active,1,55,Yes
Labrador Retriever,Large,Male,11,43,Neutered,Active,Wet food,Blue Buffalo,6,No,Yes,No,10,1,None,2,52,Yes
German Shepherd,Large,Male,1,35,Neutered,Very Active,Special diet,Blue Buffalo,4,Yes,No,No,11,1,Low,3,47,Yes
Yorkshire Terrier,Small,Female,13,53,Neutered,Low,Special diet,Nutro,2,No,Yes,No,9,2,Moderate,3,45,Yes
Chihuahua,Small,Male,12,32,Neutered,Very Active,Special diet,Pedigree,4,Yes,Yes,No,12,4,Moderate,0,76,Yes
Australian Shepherd,Medium,Female,7,69,None,None,Wet food,Wellness,2,Yes,No,No,12,1,Moderate,2,88,Yes
Doberman,Large,Male,7.4,53,Neutered,Low,Home cooked,Special,6,No,No,No,12,1,Very Active,0,61,Yes
Boxer,Medium,Male,11,72,None,Moderate,Hard food,Wellness,1,No,Yes,No,12,2,Active,2,75,No
Australian Shepherd,Medium,Male,6,50,Spayed,Very Active,Wet food,Hill's Science,4,No,Yes,Yes,10,0,Active,4,56,Yes
Australian Shepherd,Medium,Male,6,60,None,Moderate,Hard food,Iams,4,No,No,No,8,1,Moderate,4,89,Yes
Australian Shepherd,Medium,Male,11,27,Neutered,Active,Special diet,Wellness,4,No,Yes,No,8,2,Moderate,3,45,Yes
Siberian Husky,Medium,Male,1,36,None,Moderate,Home cooked,Special,4,No,No,No,10,2,None,1,64,Yes
Beagle,Small,Male,4,64,Spayed,None,Home cooked,Special,0,No,No,Yes,9,2,Very Active,1,68,Yes
Chihuahua,Small,Female,12,60,None,Very Active,Hard food,Blue Buffalo,1,Yes,No,No,9,2,Very Active,1,41,Yes
Australian Shepherd,Medium,Female,10,22,Spayed,Moderate,Wet food,Iams,3,Yes,No,No,8,1,Very Active,4,82,No
Doberman,Large,Male,2,52,Spayed,Moderate,Special diet,Nutro,2,Yes,No,No,11,1,Active,2,83,Yes
Great Dane,Large,Male,12,38,Spayed,Low,Hard food,Wellness,2,Yes,No,No,11,0,Very Active,2,57,Yes
Labrador Retriever,Large,Male,8,72,Neutered,Moderate,Hard food,Purina,3,Yes,No,No,10,0,None,2,62,Yes
Golden Retriever,Large,Male,8,42,Spayed,Low,Special diet,Blue Buffalo,2,Yes,Yes,No,12,3,Active,3,73,Yes
Golden Retriever,Large,Male,1,58,None,Low,Special diet,Iams,3,No,No,No,11,1,Low,2,77.8,Yes
Bulldog,Medium,Male,12,59,Spayed,Active,Home cooked,Special,2,No,Yes,No,9,2,Very Active,2,78,Yes
Golden Retriever,Large,Male,1,56,Neutered,None,Hard food,Royal Canin,2,No,Yes,No,13,2,None,2,86,No
Rottweiler,Large,Female,4,75,None,Active,Hard food,Hill's Science,3,Yes,Yes,No,12,2,Very Active,1,55,Yes
German Shepherd,Large,Male,5,49,Neutered,Active,Wet food,Pedigree,4,No,No,No,10,1,Very Active,2,93,Yes
Siberian Husky,Medium,Male,12,55,Neutered,Very Active,Hard food,Iams,2,Yes,Yes,No,13,0,Low,2,70,Yes
Yorkshire Terrier,Small,Female,10,47,Spayed,None,Hard food,Nutro,3,No,Yes,No,12,1,Active,2,78,No
Doberman,Large,Male,3,61,Neutered,None,Wet food,Blue Buffalo,1,Yes,Yes,No,11,0,Low,2,55,Yes
Chihuahua,Small,Female,12,30,Spayed,None,Special diet,Pedigree,3,Yes,Yes,No,11,2,Low,0,95,No
Chihuahua,Small,Male,3,64,None,Low,Hard food,Purina,1,No,Yes,No,10,3,Moderate,1,78,Yes
Poodle,Small,Female,9,32,Neutered,Active,Home cooked,Special,3,No,No,No,13,2,Low,0,60,Yes
German Shepherd,Large,Female,4,63,None,Very Active,Wet food,Blue Buffalo,0,No,No,No,9,3,Active,3,62,Yes
Dachshund,Small,Female,5,55,Spayed,Low,Wet food,Purina,2,No,No,No,9,1,Very Active,0,86,Yes
German Shepherd,Large,Male,9,59,Spayed,Very Active,Special diet,Blue Buffalo,0,Yes,Yes,No,14,2,None,2,59,Yes
Beagle,Small,Male,10,58,Spayed,None,Home cooked,Special,2,No,Yes,No,14,1,Low,2,55,Yes
Yorkshire Terrier,Small,Male,9,29,Spayed,Very Active,Home cooked,Special,2,No,No,No,11,1,None,1,76,Yes
Great Dane,Large,Male,8,52,Spayed,Moderate,Wet food,Pedigree,3,Yes,No,No,8,2,None,1,66,Yes
Boxer,Medium,Male,8,32,None,Active,Special diet,Purina,3,Yes,No,No,12,2,Low,4,62,Yes
Chihuahua,Small,Female,3,59,None,None,Wet food,Pedigree,0,Yes,No,No,12,2,Moderate,0,54,Yes
Beagle,Small,Female,6,40,Neutered,Active,Hard food,Blue Buffalo,3,Yes,Yes,No,10,2,None,1,56,Yes
Beagle,Small,Female,11,85,None,Moderate,Home cooked,Special,0,No,Yes,No,10,2,Low,2,58,No
Golden Retriever,Large,Female,2,55,None,Moderate,Special diet,Wellness,1,No,No,No,12,1,Very Active,0,39,Yes
Chihuahua,Large,Female,10,69,Neutered,Moderate,Home cooked,Special,2,Yes,No,No,8,0,Low,3,87,Yes
Doberman,Large,Male,8,63,None,Moderate,Special diet,Iams,4,Yes,Yes,No,11,1,None,0,94,No
Great Dane,Large,Male,10,78,Neutered,Low,Special diet,Iams,3,Yes,No,No,11,0,Moderate,4,73,Yes
Rottweiler,Large,Male,1,30,Neutered,Low,Special diet,Royal Canin,2,No,Yes,No,11,3,Moderate,3,55,Yes
Beagle,Small,Male,10,29,Spayed,Active,Hard food,Wellness,2,No,No,No,10,2,Moderate,2,57,Yes
Bulldog,Medium,Male,2,50,Neutered,Low,Hard food,Purina,4,Yes,Yes,No,11,3,Moderate,2,71,Yes
Chihuahua,Small,Male,11,39,None,Very Active,Hard food,Royal Canin,1,No,Yes,No,10,2,None,1,45,No
German Shepherd,Large,Female,9,50,Neutered,Very Active,Wet food,Hill's Science,3,No,No,No,9,3,Active,2,87,Yes
Bulldog,Medium,Male,2,67,Neutered,Very Active,Hard food,Royal Canin,4,No,Yes,No,12,0,Active,4,57,Yes
Boxer,Medium,Male,12,47,None,Low,Hard food,Wellness,1,Yes,Yes,No,11,2,None,0,58,No
Bulldog,Medium,Female,11,53,None,Low,Special diet,Wellness,4,No,No,No,13,1,Low,1,68,Yes
Poodle,Small,Male,11,57,Neutered,Very Active,Hard food,Iams,2,Yes,Yes,No,11,4,Low,1,56,Yes
Beagle,Small,Female,13,62,Neutered,Moderate,Hard food,Pedigree,2,No,Yes,No,8,2,Low,1,60,No
Bulldog,Medium,Female,2,67,Neutered,Moderate,Home cooked,Special,4,No,Yes,No,11,0,Low,1,56,Yes
Chihuahua,Small,Male,10,59,None,None,Special diet,Wellness,1,No,No,No,13,0,Very Active,0,66,Yes
Beagle,Small,Male,13,65,Spayed,None,Home cooked,Special,2,Yes,Yes,No,12,0,Moderate,2,42,Yes
Rottweiler,Large,Male,8,37,None,Very Active,Home cooked,Special,3,Yes,Yes,No,8,2,Moderate,2,30,Yes
Chihuahua,Small,Male,9,49,Neutered,None,Wet food,Purina,4,Yes,Yes,No,12,0,Moderate,1,55,No
Chihuahua,Small,Female,4,66,Spayed,None,Hard food,Pedigree,4,No,No,No,13,1,Low,2,100,Yes
Boxer,Medium,Female,5,65,Neutered,Moderate,Hard food,Blue Buffalo,3,No,No,No,10,2,Active,0,50,Yes
Rottweiler,Large,Female,12,47,Spayed,Active,Special diet,Wellness,3,No,No,No,13,1,Very Active,1,78,Yes
Great Dane,Large,Female,5,58,None,Low,Home cooked,Special,1,No,Yes,No,11,3,None,0,69,No
Australian Shepherd,Medium,Female,2,56,Spayed,Very Active,Wet food,Royal Canin,0,No,No,Yes,12,1,Very Active,2,90,Yes
Great Dane,Large,Male,8,39,Spayed,None,Hard food,Blue Buffalo,2,No,Yes,No,10,1,Low,0,35,No
Labrador Retriever,Large,Female,7,49,Neutered,None,Wet food,Hill's Science,3,Yes,Yes,No,11,2,None,0,34,No
Golden Retriever,Large,Male,5,43,Neutered,Active,Hard food,Wellness,5,No,Yes,No,11,2,Active,2,58,Yes
Bulldog,Medium,Female,12,39,Spayed,Low,Special diet,Blue Buffalo,0,Yes,No,No,8,0,Very Active,1,88,Yes
Beagle,Small,Female,4,37,Spayed,Moderate,Home cooked,Special,4,No,Yes,No,10,1,Moderate,0,66,Yes
Dachshund,Small,Female,9,50,Spayed,Active,Special diet,Purina,3,Yes,No,No,10,1,Active,1,76,Yes
Siberian Husky,Medium,Female,12,42,None,Very Active,Hard food,Purina,4,Yes,Yes,No,11,2,Low,0,100,No
German Shepherd,Large,Male,10,30,Spayed,Very Active,Special diet,Wellness,3,Yes,Yes,No,9,0,Active,0,58,Yes
German Shepherd,Large,Male,3,84,None,Low,Wet food,Hill's Science,4,Yes,Yes,No,8,1,None,2,88,No
Yorkshire Terrier,Small,Male,6,57,None,Low,Hard food,Purina,3,No,No,No,12,2,Moderate,1,34,Yes
Dachshund,Small,Male,9,54,Spayed,Moderate,Wet food,Royal Canin,1,Yes,Yes,No,10,1,Active,0,57,No
Yorkshire Terrier,Small,Female,9,56,None,Low,Home cooked,Special,1,No,No,No,11,1,Active,2,66,Yes
Chihuahua,Small,Male,9,63,Neutered,Very Active,Hard food,Wellness,4,Yes,Yes,No,12,1,Low,2,69,Yes
Siberian Husky,Medium,Female,4,60,Spayed,None,Special diet,Nutro,3,No,No,No,11,2,None,1,73,Yes
Chihuahua,Small,Male,7,66,Neutered,Moderate,Wet food,Royal Canin,1,Yes,No,No,10,3,Very Active,0,100,Yes
Siberian Husky,Medium,Female,6,55,Spayed,Low,Hard food,Nutro,2,Yes,No,No,11,3,Low,1,60,Yes
Beagle,Small,Male,4,40,Spayed,Active,Special diet,Hill's Science,0,No,No,No,12,1,None,1,54,Yes
Yorkshire Terrier,Small,Male,5,50,None,Moderate,Hard food,Wellness,5,No,No,No,8,0,Very Active,2,87,Yes
Bulldog,Medium,Female,11,50.6,Neutered,None,Hard food,Nutro,0,Yes,No,No,11,2,None,2,81,Yes
Boxer,Medium,Female,12,59,Neutered,Moderate,Special diet,Nutro,5,No,No,No,12,2,Low,1,58,Yes
Siberian Husky,Medium,Male,3,40,None,Moderate,Wet food,Wellness,5,No,Yes,No,13,2,Moderate,2,72.6,No
Siberian Husky,Medium,Female,9,31,Spayed,Moderate,Special diet,Nutro,0,Yes,No,No,12,0,None,2,96,Yes
Bulldog,Medium,Male,2,52,Neutered,Low,Special diet,Iams,2,Yes,Yes,No,10,1,None,2,53,Yes
Australian Shepherd,Medium,Female,11,60,Spayed,Active,Wet food,Nutro,2,No,Yes,No,11,0,Very Active,3,41,Yes
Yorkshire Terrier,Small,Male,10,58,None,Very Active,Special diet,Pedigree,2,Yes,No,No,8,2,None,3,55,Yes
Golden Retriever,Large,Female,4,42,Neutered,Moderate,Hard food,Blue Buffalo,2,No,Yes,No,12,0,Moderate,2,67,Yes
Golden Retriever,Large,Male,6,60,None,None,Special diet,Hill's Science,2,No,Yes,No,10,1,None,3,70,Yes
German Shepherd,Large,Female,9,17,None,Active,Home cooked,Special,3,Yes,Yes,No,12,0,Moderate,1,85,No
Labrador Retriever,Large,Female,4,27,Spayed,Active,Home cooked,Special,5,Yes,Yes,No,10,2,Moderate,1,67,Yes
Rottweiler,Large,Female,10,51,Spayed,Very Active,Home cooked,Special,1,No,Yes,No,8,1,Active,2,49,Yes
Boxer,Medium,Female,6,27,None,Low,Hard food,Iams,2,No,Yes,No,12,2,Low,2,67,No
Doberman,Large,Male,2,63,None,Moderate,Hard food,Wellness,0,Yes,Yes,No,9,2,Very Active,1,60,No
Yorkshire Terrier,Small,Female,9,69,None,Very Active,Wet food,Hill's Science,0,No,No,No,11,3,Low,2,80,Yes
Great Dane,Large,Male,7,56,None,Moderate,Home cooked,Special,5,No,No,No,11,0,None,1,76,Yes
Boxer,Medium,Female,13,52,None,Moderate,Wet food,Iams,1,No,No,No,10,2,Very Active,0,72,No
Boxer,Medium,Female,13,49,None,Very Active,Hard food,Nutro,2,No,No,Yes,12,1,Very Active,3,47,No
Rottweiler,Large,Male,1,46,None,Very Active,Hard food,Royal Canin,5,No,No,No,12,1,None,1,81,Yes
Labrador Retriever,Large,Male,10,52,None,Moderate,Wet food,Royal Canin,3,No,No,Yes,13,1,Very Active,2,47,No
Great Dane,Large,Male,9,29,None,Very Active,Hard food,Blue Buffalo,3,Yes,Yes,No,13,3,Moderate,1,49,No
Poodle,Small,Male,8,76,Neutered,Moderate,Hard food,Nutro,5,Yes,No,No,12,0,Low,1,67,Yes
Golden Retriever,Large,Male,1,37,Neutered,None,Special diet,Blue Buffalo,3,Yes,No,No,11,1,Low,1,55,Yes
Dachshund,Small,Female,3,66,Neutered,None,Wet food,Royal Canin,2,No,Yes,No,11,1,Very Active,0,50,No
Bulldog,Medium,Male,9,59,Spayed,Active,Special diet,Royal Canin,1,Yes,No,No,9,1,Low,0,34,Yes
Doberman,Large,Female,5,20,Neutered,Active,Wet food,Pedigree,5,No,No,No,12,3,None,1,64,Yes
Yorkshire Terrier,Small,Female,12,54,Neutered,None,Wet food,Blue Buffalo,2,Yes,Yes,No,12,2,None,2,77,No
Doberman,Large,Female,6,48,Neutered,Very Active,Special diet,Pedigree,0,Yes,Yes,No,14,0,None,3,45,Yes
Doberman,Large,Male,6,40,Neutered,Moderate,Home cooked,Special,4,No,No,No,10,2,Moderate,1,66,Yes
Labrador Retriever,Large,Female,12,40,None,Moderate,Hard food,Wellness,2,Yes,No,No,8,2,None,0,79,No
Doberman,Large,Female,3,46,None,None,Home cooked,Special,5,No,Yes,No,9,1,Moderate,3,60,Yes
Labrador Retriever,Large,Male,5,54,Neutered,None,Wet food,Pedigree,2,Yes,No,Yes,11,2,None,0,72,No
Siberian Husky,Medium,Female,1,61,None,Low,Wet food,Purina,6,No,No,No,9,1,None,1,61,No
Golden Retriever,Large,Male,1,65,Spayed,None,Special diet,Hill's Science,3,Yes,Yes,No,10,2,Low,2,67,Yes
Siberian Husky,Medium,Female,6,51,None,None,Hard food,Iams,2,Yes,Yes,No,9,1,None,1,82,No
Boxer,Medium,Male,13,41,Spayed,Moderate,Wet food,Hill's Science,4,Yes,No,Yes,12,2,Active,3,47,No
German Shepherd,Large,Male,12,48,None,None,Home cooked,Special,3,No,Yes,No,11,4,Low,0,84,No
German Shepherd,Large,Male,3,50,Neutered,Moderate,Special diet,Wellness,0,Yes,Yes,No,11,0,Moderate,0,65,Yes
Siberian Husky,Medium,Male,1,31,Neutered,None,Special diet,Nutro,0,No,No,No,10,3,Moderate,1,62,Yes
Beagle,Small,Female,8,61,Neutered,Moderate,Home cooked,Special,3,Yes,No,No,10,1,Active,0,47,Yes
Chihuahua,Small,Female,4,58,Spayed,Very Active,Hard food,Nutro,1,Yes,Yes,Yes,11,2,Active,0,56,No
Doberman,Large,Male,9,68,None,None,Special diet,Nutro,3,No,No,No,11,2,Moderate,4,89,Yes
Australian Shepherd,Medium,Male,9,44,None,Very Active,Home cooked,Special,2,Yes,No,No,9,2,Moderate,0,82,Yes
Dachshund,Small,Female,9,52,None,Low,Wet food,Pedigree,1,No,No,No,11,4,Low,2,88,No
Dachshund,Small,Male,5,72,Neutered,None,Hard food,Royal Canin,3,Yes,No,No,11,2,Low,3,77,Yes
Great Dane,Large,Male,12,70,Neutered,Active,Special diet,Royal Canin,3,No,No,No,11,1,Moderate,3,44,Yes
Boxer,Medium,Female,5,53,Neutered,Active,Special diet,Nutro,3,Yes,Yes,No,11,1,Moderate,2,63,Yes
Bulldog,Medium,Male,8,37,Spayed,None,Hard food,Hill's Science,4,No,No,No,14,2,Moderate,2,44,Yes
Poodle,Small,Female,2,28,Spayed,None,Home cooked,Special,3,No,Yes,No,8,1,Very Active,0,58,Yes
Siberian Husky,Medium,Female,12,37,Spayed,None,Hard food,Royal Canin,2,Yes,No,No,9,1,Very Active,0,64,No
Rottweiler,Large,Female,9,71,None,Active,Home cooked,Special,3,No,No,No,10,1,Moderate,1,38,Yes
Australian Shepherd,Medium,Male,10,66,None,Low,Home cooked,Special,1,No,No,No,12,2,None,2,92,Yes
Doberman,Large,Male,8,16,Neutered,Active,Home cooked,Special,6,Yes,No,No,14,1,None,2,82,Yes
Golden Retriever,Large,Male,8,47,Neutered,Moderate,Home cooked,Special,2,No,No,No,13,2,None,1,66,Yes
Labrador Retriever,Large,Male,6,70,None,Moderate,Special diet,Purina,5,Yes,Yes,No,10,3,Active,0,83,No
Beagle,Small,Male,3,48,Neutered,None,Wet food,Royal Canin,2,Yes,Yes,No,10,1,None,1,78,Yes
Doberman,Large,Male,6,41,None,Low,Wet food,Nutro,1,No,Yes,Yes,14,1,Moderate,1,61.2,No
Rottweiler,Large,Female,10,49,Spayed,Low,Special diet,Nutro,2,No,No,No,11,2,Moderate,2,96,Yes
German Shepherd,Large,Male,12,34,Neutered,Very Active,Hard food,Iams,3,No,Yes,Yes,10,2,Low,4,70,No
Boxer,Medium,Female,11,32,None,None,Home cooked,Special,3,No,No,No,12,2,Active,3,58,Yes
Great Dane,Large,Male,6,55,Neutered,Low,Home cooked,Special,2,Yes,Yes,No,11,0,Low,2,51,Yes
Rottweiler,Large,Male,13,88,Spayed,Active,Wet food,Iams,3,No,Yes,No,9,1,Active,2,66,No
Labrador Retriever,Large,Female,2,72,Spayed,Low,Home cooked,Special,5,No,No,No,10,2,Moderate,2,55,Yes
Australian Shepherd,Medium,Male,5,62,Neutered,None,Hard food,Nutro,3,Yes,No,No,11,1,None,1,71,Yes
Rottweiler,Large,Female,2,64,Neutered,Moderate,Special diet,Blue Buffalo,5,No,Yes,No,12,2,None,1,34,Yes
Great Dane,Large,Female,2,61,Spayed,None,Home cooked,Special,2,Yes,Yes,No,12,2,Moderate,2,61,Yes
Golden Retriever,Large,Male,6,52,None,Active,Hard food,Pedigree,0,No,Yes,No,10,3,Low,0,51,No
Great Dane,Large,Male,7,72,None,Very Active,Wet food,Blue Buffalo,2,Yes,No,No,13,1,Moderate,4,57,Yes
Australian Shepherd,Medium,Female,10,60,None,Moderate,Wet food,Purina,3,Yes,No,No,11,1,Low,1,70,No
Doberman,Large,Male,3,61,Spayed,Active,Special diet,Royal Canin,4,No,No,No,11,2,Active,3,70,Yes
Great Dane,Large,Male,3,56,Neutered,None,Special diet,Royal Canin,2,No,No,No,12,1,Moderate,2,76,Yes
Great Dane,Large,Female,10,57,None,Very Active,Home cooked,Special,1,Yes,No,No,10,2,Active,0,78,Yes
Yorkshire Terrier,Small,Female,11,23,Spayed,Low,Wet food,Purina,2,No,Yes,No,9,0,Moderate,4,85,No
Australian Shepherd,Medium,Male,5,64,None,Active,Hard food,Blue Buffalo,5,No,Yes,No,11,0,Low,1,62,Yes
Great Dane,Large,Female,6,54,Spayed,Very Active,Special diet,Royal Canin,2,Yes,No,No,11,1,Very Active,0,78,Yes
Doberman,Large,Male,9,82,Spayed,Moderate,Special diet,Pedigree,0,Yes,No,No,9,1,Very Active,1,40,Yes
Yorkshire Terrier,Small,Female,2,55,None,Very Active,Special diet,Nutro,2,No,Yes,No,10,3,Very Active,0,68,Yes
Beagle,Small,Male,11,28,Spayed,Low,Wet food,Iams,3,Yes,Yes,No,10,3,Active,0,82,No
Chihuahua,Small,Male,13,44,Spayed,Low,Wet food,Wellness,1,Yes,Yes,No,12,3,Low,1,41,No
Doberman,Large,Female,7,66,None,Active,Home cooked,Special,5,No,Yes,No,11,2,Active,0,60,Yes
Australian Shepherd,Medium,Female,7,43,Spayed,None,Wet food,Wellness,2,No,Yes,No,10,1,Moderate,1,74,Yes
Bulldog,Medium,Male,8,48,None,Moderate,Home cooked,Special,1,Yes,No,No,12,2,Moderate,0,49,Yes
Chihuahua,Small,Female,10,51,Spayed,Very Active,Hard food,Blue Buffalo,4,No,No,No,12,3,Low,3,74,Yes
Dachshund,Small,Male,11,54,Neutered,Active,Home cooked,Special,2,No,No,No,10,1,Low,1,66,Yes
Australian Shepherd,Medium,Female,1,57,None,Moderate,Wet food,Blue Buffalo,3,No,Yes,No,14,1,Active,3,86,No
Golden Retriever,Large,Female,1,51,Neutered,Moderate,Home cooked,Special,1,Yes,No,No,10,1,Moderate,0,69,Yes
Chihuahua,Small,Male,10,60,None,Very Active,Special diet,Pedigree,3,Yes,Yes,No,11,2,Very Active,0,74,No
Dachshund,Small,Female,9.2,49,Spayed,Low,Home cooked,Special,5,Yes,Yes,No,10,3,Low,1,40,Yes
Beagle,Small,Male,7,54,Spayed,Active,Wet food,Royal Canin,1,Yes,Yes,No,10,2,None,2,49,Yes
Great Dane,Large,Male,4,64,None,Moderate,Special diet,Blue Buffalo,2,Yes,Yes,No,10,0,None,2,81,Yes
Chihuahua,Small,Male,12,43,None,Active,Hard food,Blue Buffalo,1,No,No,No,12,1,None,0,79,No
Golden Retriever,Large,Male,9,48,Neutered,Very Active,Special diet,Blue Buffalo,3,Yes,No,No,13,1,Very Active,1,83,Yes
Australian Shepherd,Medium,Male,8,61,Spayed,None,Hard food,Hill's Science,0,Yes,No,No,9,1,None,0,85,Yes
Great Dane,Large,Male,12,57,Spayed,Very Active,Hard food,Hill's Science,1,No,No,No,14,2,None,1,78,Yes
Doberman,Large,Female,2,24,Neutered,Active,Wet food,Iams,0,Yes,Yes,No,11,3,Very Active,3,84,Yes
Great Dane,Large,Female,7,47,None,Moderate,Home cooked,Special,3,No,No,No,11,0,Low,1,64,Yes
Rottweiler,Large,Female,7,43,Spayed,Moderate,Home cooked,Special,2,Yes,Yes,No,13,2,Active,3,67,Yes
Poodle,Small,Male,13,38,None,Moderate,Wet food,Iams,5,Yes,Yes,No,12,1,Very Active,2,100,No
Great Dane,Large,Female,4,19,Neutered,Active,Hard food,Nutro,4,Yes,No,No,12,2,Low,1,67,Yes
Golden Retriever,Large,Male,1,53,Spayed,Moderate,Hard food,Purina,4,No,Yes,No,11,3,Active,1,49,No
German Shepherd,Large,Male,8.6,35,Spayed,Low,Wet food,Nutro,1,No,Yes,No,12,1,Very Active,0,74.4,No
Doberman,Large,Male,3,48,Spayed,Low,Special diet,Pedigree,4,No,No,No,9,3,Active,1,34,Yes
Beagle,Small,Female,11,32,None,Moderate,Hard food,Wellness,3,No,No,No,12,0,Moderate,1,59,No
Australian Shepherd,Medium,Female,10,41,None,Active,Home cooked,Special,0,No,No,No,10,2,Active,1,46,Yes
Bulldog,Medium,Male,6,44,None,Very Active,Wet food,Nutro,3,Yes,Yes,No,10,2,Low,0,70.6,No
Beagle,Small,Male,7,59,None,Very Active,Hard food,Royal Canin,3,No,Yes,No,11,1,Low,2,37,Yes
Yorkshire Terrier,Small,Male,7,62,Spayed,Active,Special diet,Blue Buffalo,3,Yes,Yes,No,8,1,None,2,70,Yes
Bulldog,Medium,Male,9,57,Neutered,Very Active,Wet food,Wellness,5,Yes,Yes,No,11,2,Moderate,3,78,Yes
Chihuahua,Small,Male,10,25,Neutered,Moderate,Wet food,Royal Canin,4,Yes,Yes,No,11,3,Moderate,0,81,No
Labrador Retriever,Large,Female,8,69,Neutered,Moderate,Special diet,Pedigree,3,No,No,No,12,1,Moderate,0,78,Yes
Australian Shepherd,Medium,Male,8,59,Neutered,Low,Home cooked,Special,3,No,Yes,Yes,11,2,None,2,55,Yes
Labrador Retriever,Large,Female,6,45,None,Low,Home cooked,Special,2,Yes,No,Yes,10,1,Active,1,38,Yes
Siberian Husky,Medium,Female,3,29,Spayed,Low,Home cooked,Special,0,Yes,Yes,No,10,3,Moderate,3,78,Yes
Poodle,Small,Female,11,54.8,None,Low,Wet food,Iams,1,No,No,No,11,2,Active,2,58,No
German Shepherd,Large,Male,4,81,Spayed,None,Home cooked,Special,2,Yes,No,No,12,1,Very Active,2,68,Yes
Bulldog,Medium,Male,11,73,Spayed,Low,Hard food,Purina,2,No,Yes,No,12,3,Very Active,3,68,No
Golden Retriever,Large,Female,4,30,None,Very Active,Home cooked,Special,5,Yes,Yes,No,13,2,Active,2,56,Yes
Golden Retriever,Large,Male,9,65,Neutered,None,Home cooked,Special,3,No,No,No,11,2,Moderate,2,83,Yes
Doberman,Large,Male,1,57,Spayed,Active,Home cooked,Special,5,No,No,No,12,0,Very Active,0,58,Yes
Dachshund,Small,Male,7,45,Neutered,Moderate,Wet food,Royal Canin,3,No,No,No,12,2,None,0,98,Yes
Golden Retriever,Large,Female,12,39,None,Active,Hard food,Purina,3,No,No,No,11,2,Low,4,43,Yes
Rottweiler,Large,Female,13,60,None,Low,Wet food,Royal Canin,5,Yes,Yes,No,14,1,Moderate,3,30,No
Beagle,Small,Male,8,89,Spayed,Active,Home cooked,Special,5,No,Yes,No,9,1,Low,2,41,Yes
Australian Shepherd,Medium,Male,7,65,Neutered,None,Hard food,Iams,3,Yes,Yes,No,12,0,None,1,53,Yes
Rottweiler,Large,Male,10,55,None,Moderate,Hard food,Purina,2,No,No,No,10,1,Moderate,0,72,No
Rottweiler,Large,Male,8.2,67,None,Active,Wet food,Purina,1,No,Yes,No,11,1,Very Active,2,68,Yes
Chihuahua,Small,Male,11,54,None,Active,Special diet,Iams,2,Yes,Yes,No,12,1,Moderate,2,100,Yes
Chihuahua,Small,Male,9,70,Spayed,Active,Wet food,Blue Buffalo,3,No,No,No,14,2,None,0,79,Yes
Poodle,Small,Male,8,41.6,Neutered,Active,Special diet,Nutro,1,No,No,No,11,1,Low,1,51,Yes
Great Dane,Large,Male,3,33,Spayed,Active,Hard food,Pedigree,3,No,No,Yes,11,1,Active,2,59,Yes
Poodle,Small,Male,9,26,None,Active,Hard food,Wellness,2,No,No,No,14,0,Very Active,4,61,Yes
